Column,Type,Name,Size,Score,P value,Benj. Hoch. FDR,Mean,Median
Type_2_pneumocytes avg_logFC,GOBP name,modification-dependent macromolecule catabolic process,234,0.110432312,0.00366101,0.092044407,0.026142297,0.018857815
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of protein modification process,290,0.110423737,0.001240037,0.041670905,0.029618898,0.015391795
Type_2_pneumocytes avg_logFC,GOBP name,mRNA metabolic process,321,0.11036828,0.000691486,0.02713949,0.026272659,0.022852831
Alveolar_macrophage avg_logFC,Keywords,Ublconjugationpathway,473,0.110317707,4.33E-05,0.002464577,0.024697159,0.02352082
Mesothelial_cells avg_logFC,GOBP name,regulation of immune system process,479,0.109504658,4.69E-05,0.080349742,0.067515026,0.048868641
Type_2_pneumocytes avg_logFC,GOCC name,cytoplasm,2584,0.109376799,6.62E-19,2.63E-16,0.02703183,0.015321255
Type_2_pneumocytes avg_logFC,GOBP name,peptidyl-amino acid modification,317,0.109357888,0.000834011,0.031072937,0.028379684,0.020890599
Type_2_pneumocytes avg_logFC,GOBP name,intracellular signal transduction,853,0.109198577,7.21E-08,9.15E-06,0.027517175,0.015939901
Alveolar_macrophage avg_logFC,GOBP name,negative regulation of molecular function,381,0.10917649,0.000268967,0.041905812,0.033812256,0.01475412
Type_2_pneumocytes avg_logFC,GOBP name,regulation of signal transduction,1190,0.108816561,3.52E-10,8.23E-08,0.027398282,0.015343005
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of signaling,563,0.108787034,1.10E-05,0.000828561,0.028038658,0.01432539
Natural_Killer_cells avg_logFC,GOBP name,immune system process,542,0.108203283,2.18E-05,0.044926684,0.058501895,0.020624164
B_cells avg_logFC,GOCC name,nucleoplasm part,700,0.107969948,1.44E-06,0.000430167,0.047171894,0.058688089
Vcam1+_endothelial_cells avg_logFC,GOBP name,immune system process,536,0.107951772,2.40E-05,0.082409266,0.05872741,0.01458095
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,"phosphotransferase activity, alcohol group as acceptor",442,0.10793424,0.000118082,0.032590721,0.100039035,0.110816352
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of nitrogen compound metabolic process,714,0.10784939,1.02E-06,0.000102131,0.030417005,0.01381455
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of macromolecule metabolic process,945,0.107628708,2.52E-08,3.82E-06,0.02862656,0.01401428
Alveolar_macrophage avg_logFC,GOBP name,vesicle-mediated transport,513,0.107432872,3.45E-05,0.009104216,0.035190278,0.01357257
Type_2_pneumocytes avg_logFC,Keywords,SH3domain,185,0.107273152,0.011952012,0.09190128,0.027182481,0.01525967
Type_2_pneumocytes avg_logFC,GOBP name,membrane organization,379,0.106896826,0.000364314,0.016874946,0.028453142,0.01719257
Type_2_pneumocytes avg_logFC,GOBP name,regulation of catalytic activity,947,0.106722825,3.20E-08,4.70E-06,0.027938116,0.015939901
Type_2_pneumocytes avg_logFC,GOBP name,cellular membrane organization,375,0.106356391,0.000418237,0.018698844,0.028394786,0.01719257
Alveolar_macrophage avg_logFC,GOCC name,endosome,252,0.105644611,0.003976729,0.084647507,0.037945617,0.016839216
Plasma_cells avg_logFC,SigInOne,FALSE,10523,0.105567934,0.000657492,0.001314984,-0.018016376,0.049513321
Type_2_pneumocytes avg_logFC,GOBP name,cell surface receptor linked signaling pathway,963,0.105469059,3.62E-08,5.17E-06,0.028121975,0.01241006
Plasma_cells avg_logFC,Keywords,Activator,296,0.105432787,0.001943951,0.058216205,0.012262954,0.072339114
Type_2_pneumocytes avg_logFC,GOBP name,cytoskeleton organization,510,0.105186221,5.05E-05,0.003168775,0.032346842,0.01522791
Alveolar_macrophage avg_logFC,Keywords,Ligase,303,0.105025678,0.001724145,0.042653842,0.024028313,0.02084402
Type_2_pneumocytes avg_logFC,GOCC name,cytoskeleton,460,0.10467348,0.000124923,0.004254513,0.028438939,0.017823005
Type_2_pneumocytes avg_logFC,Keywords,Kinase,537,0.104491929,3.66E-05,0.00063026,0.028627268,0.015891939
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell motility,339,0.104338981,0.000985838,0.034836332,0.028411062,0.017460329
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,positive regulation of molecular function,578,0.104258053,2.39E-05,0.014441839,0.101114294,0.109600451
Cd4+_T_cells avg_logFC,GOBP name,immune system process,634,0.103920239,9.84E-06,0.033718702,0.065208971,0.048856754
Type_2_pneumocytes avg_logFC,GOBP name,cell differentiation,994,0.103738108,3.81E-08,5.29E-06,0.030377082,0.01410452
Alveolar_macrophage avg_logFC,GOBP name,protein modification by small protein conjugation or removal,397,0.103716905,0.000413562,0.055229359,0.02255656,0.020810811
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Repressor,284,0.10357643,0.002847677,0.095313411,0.099597217,0.113498148
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell migration,323,0.103542543,0.00140896,0.046141184,0.028495788,0.016923171
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of cellular metabolic process,919,0.103314936,1.30E-07,1.61E-05,0.029003534,0.0136373
Alveolar_macrophage avg_logFC,GOBP name,phosphate-containing compound metabolic process,484,0.103006207,0.000113058,0.02325141,0.029041954,0.01442734
Alveolar_macrophage avg_logFC,GOBP name,phosphorus metabolic process,484,0.103006207,0.000113058,0.0227955,0.029041954,0.01442734
B_cells avg_logFC,GOBP name,response to DNA damage stimulus,402,0.102928057,0.000429598,0.083350178,0.042845504,0.046256555
Alveolar_macrophage avg_logFC,Keywords,Signal-anchor,277,0.102651894,0.003373918,0.058174532,0.024293605,0.007592468
Type_2_pneumocytes avg_logFC,KEGG name,Pathways in cancer,276,0.102615051,0.003400556,0.018269652,0.033510209,0.01418326
Type_2_pneumocytes avg_logFC,GOMF name,nucleotide binding,1922,0.102136306,2.64E-13,2.91E-10,0.027729132,0.015084895
Type_2_pneumocytes avg_logFC,GOBP name,regulation of kinase activity,409,0.10213415,0.000407868,0.018476249,0.028052478,0.015950721
Type_2_pneumocytes avg_logFC,GOBP name,response to organic substance,1126,0.101659669,1.11E-08,1.81E-06,0.028681284,0.012277605
Alveolar_macrophage avg_logFC,GOBP name,immune system process,687,0.101231354,7.17E-06,0.003073703,0.030662124,0.01450841
Cd103+/Cd11b-_dendritic_cells avg_logFC,Keywords,Activator,321,0.100760669,0.002039673,0.08927491,0.04612081,0.043657739
Type_2_pneumocytes avg_logFC,Keywords,3D-structure,988,0.100725422,1.01E-07,3.60E-06,0.031064325,0.01491132
Type_2_pneumocytes avg_logFC,GOMF name,protein serine/threonine kinase activity,368,0.10054396,0.000950161,0.049951327,0.029589156,0.01379362
Alveolar_macrophage avg_logFC,GOBP name,programmed cell death,386,0.100315924,0.000754123,0.088121034,0.03410058,0.014676315
B_cells avg_logFC,Keywords,Repressor,309,0.09971651,0.002688166,0.069525748,0.056699463,0.04614301
Type_2_pneumocytes avg_logFC,GOBP name,regulation of protein kinase activity,379,0.099713991,0.000883724,0.032224577,0.028126612,0.01550772
B_cells avg_logFC,GOBP name,regulation of immune system process,529,0.099531789,0.0001014,0.033635523,0.053939505,0.04564454
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Kinase,392,0.099070301,0.00085018,0.043977471,0.09317564,0.112232201
Alveolar_macrophage avg_logFC,Keywords,Serine/threonine-proteinkinase,300,0.09906903,0.003261794,0.059869698,0.028261426,0.017047681
Type_2_pneumocytes avg_logFC,Keywords,Ublconjugation,771,0.098857372,3.37E-06,7.98E-05,0.029418024,0.015939901
Megakaryocytes avg_logFC,Keywords,Directproteinsequencing,644,0.098726271,4.26E-05,0.024223171,0.375281619,0.475871161
Ciliated_cells avg_logFC,Keywords,Apoptosis,370,0.098725147,0.001157286,0.059863257,0.037481645,0.025430865
Type_2_pneumocytes avg_logFC,GOBP name,cellular component morphogenesis,308,0.098321883,0.003057474,0.082955166,0.030175747,0.014225475
Type_2_pneumocytes avg_logFC,GOBP name,regulation of gene expression,2398,0.098174228,1.10E-14,8.67E-12,0.026893788,0.01296268
Type_2_pneumocytes avg_logFC,GOCC name,nuclear part,1896,0.098075431,2.97E-12,3.93E-10,0.026785036,0.01680385
Alveolar_macrophage avg_logFC,GOBP name,regulation of transcription from RNA polymerase II promoter,796,0.097916171,3.24E-06,0.001957129,0.029204847,0.01210554
Type_2_pneumocytes avg_logFC,GOCC name,cell projection,701,0.097785915,1.12E-05,0.000607593,0.02774817,0.01350605
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of biological process,2575,0.09766663,2.40E-15,2.24E-12,0.026706022,0.01341528
Type_2_pneumocytes avg_logFC,GOBP name,regulation of primary metabolic process,3124,0.09747301,1.33E-17,2.28E-14,0.026528122,0.01283708
Type_2_pneumocytes avg_logFC,GOBP name,cellular developmental process,1460,0.09734132,7.09E-10,1.59E-07,0.029007949,0.01318236
Type_2_pneumocytes avg_logFC,GOBP name,programmed cell death,418,0.097052245,0.000686531,0.027152285,0.032828984,0.013443915
Mki67+_proliferating_cells avg_logFC,Keywords,RNA-binding,411,0.096928833,0.000821782,0.066799161,0.055557856,0.029475071
Fn1+_macrophage avg_logFC,Keywords,Completeproteome,6764,0.096924589,0.000108493,0.020577432,0.06313007,0.146597698
Fn1+_macrophage avg_logFC,Keywords,Referenceproteome,6764,0.096924589,0.000108493,0.015433074,0.06313007,0.146597698
Alveolar_macrophage avg_logFC,Keywords,Apoptosis,372,0.096872735,0.001396081,0.037827147,0.02739118,0.015155095
B_cells avg_logFC,GOBP name,cellular response to stress,631,0.096605993,4.05E-05,0.016018549,0.04427637,0.045918379
classical_monocyte_(Ly6c2+) avg_logFC,SigInOne,FALSE,10275,0.096601602,0.00191237,0.003824739,0.073356274,0.1037101
Type_2_pneumocytes avg_logFC,GOCC name,cell part,11377,0.096593509,1.72E-25,2.05E-22,0.019738348,0.009494329
Type_2_pneumocytes avg_logFC,GOBP name,signal transduction,1883,0.096357166,8.13E-12,2.61E-09,0.025719922,0.01248772
Type_2_pneumocytes avg_logFC,GOBP name,regulation of signaling,1366,0.095944484,3.77E-09,7.04E-07,0.025724035,0.01366908
Interstitial macrophages,Keywords,Ublconjugationpathway,451,0.095827158,0.000538492,0.061280359,0.03123488,0.040644109
Type_2_pneumocytes avg_logFC,GOBP name,regulation of metabolic process,3508,0.095759601,1.78E-18,3.66E-15,0.025635918,0.01239081
Type_2_pneumocytes avg_logFC,GOCC name,nucleus,2860,0.095689237,5.63E-16,1.68E-13,0.025751353,0.013149735
Type_2_pneumocytes avg_logFC,Keywords,ATP-binding,1129,0.095616466,7.46E-08,3.26E-06,0.027240213,0.01397569
Type_2_pneumocytes avg_logFC,GOBP name,regulation of nitrogen compound metabolic process,2455,0.095557215,3.06E-14,2.09E-11,0.026408754,0.01267612
Type_2_pneumocytes avg_logFC,GOBP name,regulation of nucleobase-containing compound metabolic process,2433,0.09553016,3.87E-14,2.34E-11,0.026470829,0.01267612
Type_2_pneumocytes avg_logFC,GOBP name,regulation of protein metabolic process,1074,0.095416686,1.56E-07,1.87E-05,0.028442902,0.015510515
B_cells avg_logFC,GOCC name,vesicle,500,0.095269612,0.000293088,0.024954346,0.046662853,0.045919359
Alveolar_macrophage avg_logFC,GOCC name,plasma membrane part,913,0.095210055,1.38E-06,0.000149632,0.029991391,0.007234249
Type_2_pneumocytes avg_logFC,GOBP name,locomotion,549,0.095192084,0.000143961,0.007791295,0.032745934,0.01190261
Type_2_pneumocytes avg_logFC,GOMF name,adenyl ribonucleotide binding,1279,0.095186843,1.40E-08,2.57E-06,0.027114463,0.01397569
Type_2_pneumocytes avg_logFC,GOBP name,regulation of biological process,5816,0.095125662,1.37E-24,1.41E-20,0.02393358,0.011147545
Alveolar_macrophage avg_logFC,GOBP name,cell death,427,0.094806951,0.000825219,0.094285812,0.033037909,0.01342289
Type_2_pneumocytes avg_logFC,GOBP name,regulation of organelle organization,424,0.094596099,0.000862064,0.031772791,0.030341879,0.012878755
Mki67+_proliferating_cells avg_logFC,GOCC name,nucleoplasm part,677,0.094500711,3.50E-05,0.020856323,0.043468372,0.033872221
Type_2_pneumocytes avg_logFC,GOMF name,adenyl nucleotide binding,1284,0.094464493,1.69E-08,2.95E-06,0.026801794,0.01385461
Alveolar_macrophage avg_logFC,GOBP name,carbohydrate metabolic process,425,0.094385961,0.000894491,0.099978857,0.03166414,0.008384077
Type_2_pneumocytes avg_logFC,GOCC name,Golgi apparatus,491,0.09425111,0.000363178,0.010558726,0.028219081,0.01272212
Type_2_pneumocytes avg_logFC,GOBP name,regulation of macromolecule metabolic process,2993,0.094137159,5.01E-16,5.73E-13,0.026151938,0.01232307
Type_2_pneumocytes avg_logFC,GOBP name,nucleic acid metabolic process,2066,0.094101858,3.61E-12,1.24E-09,0.02510463,0.014790625
Type_2_pneumocytes avg_logFC,Keywords,Cytoskeleton,739,0.09408599,1.46E-05,0.000277461,0.031020332,0.01471112
Eosinophils,Keywords,Cytoskeleton,542,0.093888021,0.000225827,0.032123849,0.097565559,0.1179705
Type_2_pneumocytes avg_logFC,GOMF name,"phosphotransferase activity, alcohol group as acceptor",595,0.093512891,0.000103533,0.008164324,0.027575378,0.01358806
Type_2_pneumocytes avg_logFC,GOBP name,cellular component movement,568,0.09347127,0.000147983,0.00784385,0.030414283,0.011892935
Alveolar_macrophage avg_logFC,GOBP name,cellular lipid metabolic process,453,0.093175542,0.000719097,0.084994006,0.024670054,0.008965975
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell communication,1082,0.093033213,2.87E-07,3.24E-05,0.025708033,0.01321458
Type_2_pneumocytes avg_logFC,GOMF name,binding,7115,0.092940944,2.09E-25,6.94E-22,0.022884147,0.01065253
Alveolar_macrophage avg_logFC,GOBP name,homeostatic process,617,0.092882042,9.14E-05,0.019576019,0.028228136,0.009390841
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular metabolic process,3177,0.092829044,2.67E-16,3.43E-13,0.025780742,0.01239081
Type_2_pneumocytes avg_logFC,GOBP name,biological regulation,6079,0.092813357,5.97E-24,3.07E-20,0.023374482,0.01093377
Type_2_pneumocytes avg_logFC,GOMF name,ATP binding,1264,0.092756225,3.82E-08,6.33E-06,0.026850168,0.01365794
Type_2_pneumocytes avg_logFC,GOBP name,regulation of biosynthetic process,2395,0.092733395,2.97E-13,1.46E-10,0.026417719,0.01229212
Type_2_pneumocytes avg_logFC,GOBP name,cellular response to stimulus,2713,0.092725627,1.58E-14,1.16E-11,0.025161383,0.01232307
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of biological process,2256,0.092687518,1.16E-12,4.59E-10,0.027301366,0.012817705
Type_2_pneumocytes avg_logFC,GOBP name,regulation of hydrolase activity,485,0.092644486,0.000494249,0.021354469,0.027890335,0.01591594
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of cellular process,2326,0.09223531,7.63E-13,3.41E-10,0.025878383,0.01310687
Alveolar_macrophage avg_logFC,GOBP name,lipid metabolic process,586,0.092011041,0.000156076,0.028659395,0.025267878,0.0091505
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,Completeproteome,9567,0.091413073,9.63E-07,0.000273841,0.074094645,0.107872397
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,Referenceproteome,9567,0.091413073,9.63E-07,0.00018256,0.074094645,0.107872397
Alveolar_macrophage avg_logFC,Keywords,Differentiation,325,0.09127284,0.004822291,0.076218982,0.027535382,0.005613145
Type_2_pneumocytes avg_logFC,GOBP name,regulation of locomotion,364,0.091245475,0.002852057,0.079050408,0.027118479,0.01537379
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular process,5478,0.091226321,4.21E-22,1.44E-18,0.023624363,0.01114303
Type_2_pneumocytes avg_logFC,GOCC name,protein complex,2533,0.091152814,2.13E-13,5.07E-11,0.027055437,0.01383368
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular biosynthetic process,2372,0.091131948,9.30E-13,3.82E-10,0.026315726,0.012289465
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of cell proliferation,369,0.09103673,0.002732287,0.076975646,0.028827528,0.01302411
Type_2_pneumocytes avg_logFC,GOBP name,regulation of macromolecule biosynthetic process,2272,0.090887897,2.69E-12,9.88E-10,0.02638635,0.01224221
Type_2_pneumocytes avg_logFC,Keywords,Lipoprotein,494,0.090809512,0.000570076,0.006487459,0.025948846,0.013566355
Type_2_pneumocytes avg_logFC,GOBP name,regulation of transferase activity,431,0.090697677,0.001280411,0.042887514,0.025821618,0.01481334
Type_2_pneumocytes avg_logFC,GOBP name,regulation of multicellular organismal process,1392,0.090622309,1.96E-08,3.01E-06,0.026436936,0.01239081
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Zinc-finger,849,0.090618012,1.12E-05,0.001276275,0.093650394,0.101891503
Type_2_pneumocytes avg_logFC,GOMF name,kinase activity,650,0.090561933,8.74E-05,0.007061641,0.027156869,0.01354765
Ciliated_cells avg_logFC,SigInOne,TRUE,386,0.090443143,0.002376141,0.002376141,0.05176682,0.01579264
Type_2_pneumocytes avg_logFC,GOBP name,regulation of RNA metabolic process,2077,0.09041531,2.16E-11,6.74E-09,0.026411556,0.01232307
Type_2_pneumocytes avg_logFC,GOCC name,Golgi membrane,345,0.090256908,0.004046778,0.06699666,0.023560606,0.01686462
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular component movement,357,0.090200975,0.003486758,0.088968569,0.02692964,0.01550772
Type_2_pneumocytes avg_logFC,GOBP name,anatomical structure morphogenesis,875,0.090189559,6.72E-06,0.000544386,0.027444908,0.01315774
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,DNA binding,1008,0.090067836,2.37E-06,0.003918255,0.093236443,0.105476901
Type_2_pneumocytes avg_logFC,GOBP name,apoptosis,401,0.090064394,0.002019897,0.061817252,0.031424344,0.01302411
Type_2_pneumocytes avg_logFC,GOMF name,purine ribonucleotide binding,1571,0.089924472,3.95E-09,1.09E-06,0.026481306,0.01367643
Type_2_pneumocytes avg_logFC,GOMF name,ribonucleotide binding,1571,0.089924472,3.95E-09,1.01E-06,0.026481306,0.01367643
B_cells avg_logFC,GOCC name,membrane-bounded vesicle,416,0.089784764,0.001790559,0.079049848,0.046331085,0.043185314
Alveolar_macrophage avg_logFC,GOBP name,regulation of molecular function,1127,0.089613049,5.45E-07,0.001401188,0.025448784,0.009035592
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of cell communication,474,0.089417225,0.00088345,0.032329235,0.026733411,0.013248485
Type_2_pneumocytes avg_logFC,GOMF name,purine nucleotide binding,1576,0.089351271,4.71E-09,1.12E-06,0.026228576,0.01365794
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of response to stimulus,692,0.089335931,7.05E-05,0.016466914,0.027464287,0.009393906
Type_2_pneumocytes avg_logFC,GOMF name,purine ribonucleoside triphosphate binding,1552,0.0892592,6.22E-09,1.37E-06,0.02638806,0.01365794
Type_2_pneumocytes avg_logFC,GOBP name,response to chemical stimulus,1655,0.08877205,2.71E-09,5.17E-07,0.027379085,0.01143283
Type_2_pneumocytes avg_logFC,GOMF name,protein kinase activity,495,0.088723606,0.000752696,0.040208531,0.027430863,0.01306715
Type_2_pneumocytes avg_logFC,GOCC name,microtubule organizing center,376,0.088519501,0.003277891,0.058317112,0.026063002,0.016318046
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of signal transduction,448,0.088472038,0.001369289,0.045129483,0.026816316,0.01366908
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Transcription,977,0.088453143,4.88E-06,0.000693738,0.089189861,0.109000497
B_cells avg_logFC,GOMF name,DNA binding,1153,0.088226795,6.89E-07,0.001141193,0.045241969,0.043634761
B_cells avg_logFC,GOBP name,immune system process,648,0.088019309,0.000152275,0.042320165,0.051086521,0.045914469
Type_2_pneumocytes avg_logFC,GOBP name,cell projection organization,406,0.087912346,0.002430985,0.070416385,0.027098715,0.01540532
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of molecular function,755,0.08790876,4.29E-05,0.002723243,0.025525488,0.01481334
Type_2_pneumocytes avg_logFC,GOBP name,regulation of growth,409,0.087810838,0.00237208,0.06909943,0.028858631,0.01239081
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of cellular process,2076,0.087725746,8.36E-11,2.20E-08,0.026608278,0.01240268
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of apoptosis,640,0.087575133,0.000196551,0.065197789,0.097463644,0.099716574
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,macromolecule modification,1126,0.08754344,1.44E-06,0.002962987,0.089554449,0.098894268
Alveolar_macrophage avg_logFC,GOBP name,protein modification process,1260,0.087429192,2.70E-07,0.000926703,0.022235788,0.01335506
B_cells avg_logFC,GOCC name,cytoplasmic vesicle,441,0.08732368,0.001782228,0.081708296,0.043633948,0.046266429
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of signaling,471,0.087253976,0.001217325,0.041312709,0.02662066,0.01305866
Type_2_pneumocytes avg_logFC,GOCC name,intracellular part,9165,0.086985105,4.75E-23,2.83E-20,0.020555621,0.01099851
Ciliated_cells avg_logFC,Keywords,Directproteinsequencing,1083,0.086973141,1.76E-06,0.001001249,0.040210436,0.02440994
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of response to stimulus,563,0.086916085,0.0004426,0.019617484,0.028569982,0.01302411
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of molecular function,416,0.08662152,0.002503189,0.07190026,0.030592378,0.01339757
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular macromolecule biosynthetic process,2218,0.086407386,4.69E-11,1.34E-08,0.026119885,0.01192357
lymphatic_endothelial_cells avg_logFC,SigInOne,TRUE,295,0.086396245,0.011681626,0.011681626,0.000896798,-0.005324792
Type_2_pneumocytes avg_logFC,GOBP name,regulation of protein modification process,717,0.086341213,8.84E-05,0.005136205,0.02756508,0.01401583
Type_2_pneumocytes avg_logFC,GOBP name,regulation of molecular function,1234,0.086135231,4.41E-07,4.78E-05,0.02592354,0.014015055
Mki67+_proliferating_cells avg_logFC,GOBP name,immune system process,634,0.085510689,0.000282869,0.09383054,0.051460569,0.020105585
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Zinc,1119,0.085358867,2.79E-06,0.000528238,0.088930327,0.09713003
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of cellular metabolic process,1134,0.085352886,1.71E-06,0.001254935,0.025572641,0.005469756
non-classical_monocyte_(Ly6c2-) avg_logFC,Keywords,Transcriptionregulation,929,0.085351176,1.63E-05,0.001545471,0.088315977,0.1081843
Type_2_pneumocytes avg_logFC,GOBP name,protein modification process,1324,0.085323541,2.38E-07,2.71E-05,0.025232389,0.014479815
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,protein modification process,1064,0.085239923,4.74E-06,0.006968196,0.089104873,0.096927926
Type_2_pneumocytes avg_logFC,Keywords,Nucleotide-binding,1440,0.085238729,8.14E-08,3.31E-06,0.026354885,0.01365794
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of programmed cell death,647,0.084978789,0.000281786,0.087806313,0.096402577,0.099455841
Type_2_pneumocytes avg_logFC,GOBP name,response to stress,1491,0.084971618,5.57E-08,7.53E-06,0.026617634,0.01330001
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,regulation of cell death,662,0.0848205,0.000248465,0.079842676,0.096115595,0.099455841
Alveolar_macrophage avg_logFC,GOBP name,regulation of response to stimulus,1419,0.084804707,1.42E-07,0.000728182,0.027540462,0.004659463
Type_2_pneumocytes avg_logFC,GOBP name,macromolecule modification,1402,0.084803139,1.35E-07,1.65E-05,0.02515994,0.014419
Type_2_pneumocytes avg_logFC,GOBP name,cellular process,8571,0.084692539,5.24E-22,1.35E-18,0.020641236,0.01040304
Type_2_pneumocytes avg_logFC,GOMF name,nucleic acid binding,2427,0.08452439,2.28E-11,1.89E-08,0.02572121,0.01190422
Type_2_pneumocytes avg_logFC,GOBP name,anatomical structure formation involved in morphogenesis,498,0.084505493,0.001287048,0.042830778,0.029436767,0.01401095
Ciliated_cells avg_logFC,Keywords,Lipoprotein,435,0.084281426,0.00269006,0.085035783,0.041155497,0.02161104
Type_2_pneumocytes avg_logFC,GOBP name,"regulation of transcription, DNA-dependent",2006,0.084145457,8.40E-10,1.84E-07,0.025573278,0.0116495
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,"transcription, DNA-dependent",864,0.083982174,4.07E-05,0.019027281,0.08863095,0.106095999
Alveolar_macrophage avg_logFC,GOBP name,regulation of signaling,1231,0.083882721,1.05E-06,0.0013467,0.026369815,0.002944153
Type_2_pneumocytes avg_logFC,GOCC name,plasma membrane part,1049,0.083827842,5.18E-06,0.000308441,0.027763673,0.01092489
Type_2_pneumocytes avg_logFC,GOBP name,developmental process,2767,0.083699136,2.77E-12,9.83E-10,0.026246194,0.01170558
Alveolar_macrophage avg_logFC,GOBP name,regulation of cell communication,975,0.083658294,1.22E-05,0.00448106,0.026916285,0.00475567
Type_2_pneumocytes avg_logFC,GOBP name,regulation of developmental process,1137,0.083511446,2.43E-06,0.000220887,0.026338385,0.01221723
Type_2_pneumocytes avg_logFC,GOBP name,regulation of anatomical structure morphogenesis,478,0.083282539,0.00187235,0.058167306,0.028882256,0.012129725
Cd4+_T_cells avg_logFC,GOBP name,regulation of cell communication,853,0.082986762,4.94E-05,0.084615054,0.048933004,0.044801671
B_cells avg_logFC,GOBP name,intracellular signal transduction,721,0.082857502,0.000176766,0.045442047,0.048218648,0.038583841
Type_2_pneumocytes avg_logFC,SigInOne,TRUE,390,0.082603583,0.005216574,0.005216574,0.044160222,0.022832555
Alveolar_macrophage avg_logFC,GOBP name,macromolecule modification,1333,0.082198711,7.04E-07,0.001448872,0.021353263,0.01201358
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,RNA biosynthetic process,916,0.082145245,3.76E-05,0.018389671,0.08677106,0.107102398
Type_2_pneumocytes avg_logFC,GOBP name,cell motility,431,0.082129038,0.003544434,0.089551388,0.030915131,0.01128883
Type_2_pneumocytes avg_logFC,GOBP name,response to stimulus,3789,0.082122538,1.02E-14,8.74E-12,0.024490968,0.01113863
B_cells avg_logFC,GOBP name,positive regulation of gene expression,691,0.081743132,0.000287755,0.065755322,0.042911162,0.041558061
Type_2_pneumocytes avg_logFC,GOBP name,nucleobase-containing compound metabolic process,2423,0.081490452,1.18E-10,3.02E-08,0.02360663,0.01401428
Type_2_pneumocytes avg_logFC,Keywords,Directproteinsequencing,1128,0.081458581,4.62E-06,0.000105173,0.029190611,0.014751185
Type_2_pneumocytes avg_logFC,GOMF name,"transferase activity, transferring phosphorus-containing groups",768,0.081446373,0.000132643,0.009550316,0.026521135,0.01356503
non-classical_monocyte_(Ly6c2-) avg_logFC,GOBP name,signal transduction,1277,0.08120299,2.31E-06,0.003966277,0.093465266,0.090274893
Alveolar_macrophage avg_logFC,GOBP name,regulation of signal transduction,1085,0.081202043,8.16E-06,0.003227691,0.026100335,0.004420733
Type_2_pneumocytes avg_logFC,GOMF name,enzyme regulator activity,730,0.080823241,0.000214328,0.014197057,0.023895923,0.013620735
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cellular protein metabolic process,934,0.080747822,3.22E-05,0.002209358,0.027276166,0.01435223
Type_2_pneumocytes avg_logFC,Keywords,Apoptosis,391,0.080472151,0.006436469,0.053077548,0.026681924,0.016277529
B_cells avg_logFC,GOCC name,nuclear part,1754,0.080456527,5.10E-08,6.08E-05,0.037381474,0.046018004
Alveolar_macrophage avg_logFC,GOCC name,membrane-bounded vesicle,444,0.080430686,0.003836313,0.084683049,0.04121239,0.001744165
